doc_ID,date,sentence_id,context
202007231,2020-07-23,0,"Bienvenue à la conférence de presse conjointe d'aujourd'hui sur le covid-19. Thomas Lindén, chef de service au Conseil national de la santé et du bien-être, Anders Tegnell, épidémiologiste d'État à l'Agence suédoise de la santé publique et Svante Werger, conseiller à l'Agence suédoise des situations d'urgence civiles. Ensuite, nous aurons une séance conjointe de questions et réponses ici"
202007231,2020-07-23,1,"Bienvenue à la conférence de presse conjointe d'aujourd'hui sur le covid-19. Thomas Lindén, chef de service au Conseil national de la santé et du bien-être, Anders Tegnell, épidémiologiste d'État à l'Agence suédoise de la santé publique et Svante Werger, conseiller à l'Agence suédoise des situations d'urgence civiles. Ensuite, nous aurons une séance conjointe de questions et réponses ici - nous avons également des journalistes sur le lien."
202007231,2020-07-23,2,"Bienvenue à la conférence de presse conjointe d'aujourd'hui sur le covid-19. Thomas Lindén, chef de service au Conseil national de la santé et du bien-être, Anders Tegnell, épidémiologiste d'État à l'Agence suédoise de la santé publique et Svante Werger, conseiller à l'Agence suédoise des situations d'urgence civiles. Ensuite, nous aurons une séance conjointe de questions et réponses ici - nous avons également des journalistes sur le lien. Il y a également des possibilités d'interviews individuelles à l'intérieur aujourd'hui après la conférence de presse."
202007231,2020-07-23,3,"Thomas Lindén, chef de service au Conseil national de la santé et du bien-être, Anders Tegnell, épidémiologiste d'État à l'Agence suédoise de la santé publique et Svante Werger, conseiller à l'Agence suédoise des situations d'urgence civiles. Ensuite, nous aurons une séance conjointe de questions et réponses ici - nous avons également des journalistes sur le lien. Il y a également des possibilités d'interviews individuelles à l'intérieur aujourd'hui après la conférence de presse. Merci, Anders Tegnell, et bienvenue !"
202007231,2020-07-23,4,"Ensuite, nous aurons une séance conjointe de questions et réponses ici - nous avons également des journalistes sur le lien. Il y a également des possibilités d'interviews individuelles à l'intérieur aujourd'hui après la conférence de presse. Merci, Anders Tegnell, et bienvenue ! Commençons par la situation mondiale."
202007231,2020-07-23,5,"- nous avons également des journalistes sur le lien. Il y a également des possibilités d'interviews individuelles à l'intérieur aujourd'hui après la conférence de presse. Merci, Anders Tegnell, et bienvenue ! Commençons par la situation mondiale. Les mêmes pays continuent de dominer, comme ils le font depuis longtemps."
202007231,2020-07-23,6,"Il y a également des possibilités d'interviews individuelles à l'intérieur aujourd'hui après la conférence de presse. Merci, Anders Tegnell, et bienvenue ! Commençons par la situation mondiale. Les mêmes pays continuent de dominer, comme ils le font depuis longtemps. Surtout l'Amérique du Sud et l'Amérique centrale."
202007231,2020-07-23,7,"Merci, Anders Tegnell, et bienvenue ! Commençons par la situation mondiale. Les mêmes pays continuent de dominer, comme ils le font depuis longtemps. Surtout l'Amérique du Sud et l'Amérique centrale. L'Inde et le Moyen-Orient aussi."
202007231,2020-07-23,8,"Commençons par la situation mondiale. Les mêmes pays continuent de dominer, comme ils le font depuis longtemps. Surtout l'Amérique du Sud et l'Amérique centrale. L'Inde et le Moyen-Orient aussi. Ces pays connaissent aujourd'hui de graves problèmes, tout comme l'Afrique du Sud."
202007231,2020-07-23,9,"Les mêmes pays continuent de dominer, comme ils le font depuis longtemps. Surtout l'Amérique du Sud et l'Amérique centrale. L'Inde et le Moyen-Orient aussi. Ces pays connaissent aujourd'hui de graves problèmes, tout comme l'Afrique du Sud. Malheureusement, le nombre de cas augmente également."
202007231,2020-07-23,10,"Surtout l'Amérique du Sud et l'Amérique centrale. L'Inde et le Moyen-Orient aussi. Ces pays connaissent aujourd'hui de graves problèmes, tout comme l'Afrique du Sud. Malheureusement, le nombre de cas augmente également. Plus de 50 millions et 600 000 décès au total."
202007231,2020-07-23,11,"L'Inde et le Moyen-Orient aussi. Ces pays connaissent aujourd'hui de graves problèmes, tout comme l'Afrique du Sud. Malheureusement, le nombre de cas augmente également. Plus de 50 millions et 600 000 décès au total. La courbe continue de monter."
202007231,2020-07-23,12,"Ces pays connaissent aujourd'hui de graves problèmes, tout comme l'Afrique du Sud. Malheureusement, le nombre de cas augmente également. Plus de 50 millions et 600 000 décès au total. La courbe continue de monter. La dernière barre n'est pas encore pleine, elle sera probablement encore plus haute que la précédente avant la fin de la semaine."
202007231,2020-07-23,13,"Malheureusement, le nombre de cas augmente également. Plus de 50 millions et 600 000 décès au total. La courbe continue de monter. La dernière barre n'est pas encore pleine, elle sera probablement encore plus haute que la précédente avant la fin de la semaine. Malheureusement, nous établirons probablement un record du nombre de cas par semaine dans le monde."
202007231,2020-07-23,14,"Plus de 50 millions et 600 000 décès au total. La courbe continue de monter. La dernière barre n'est pas encore pleine, elle sera probablement encore plus haute que la précédente avant la fin de la semaine. Malheureusement, nous établirons probablement un record du nombre de cas par semaine dans le monde. L'Europe se maintient à un niveau plus calme."
