doc_ID,date,sentence_id,context,detect_evidence,detect_source,type_of_evidence,source_of_evidence,evidence_frame,associated_emotion,country_source,journalist_question
202005121,2020-05-12,0,"Il est maintenant 14 heures, bienvenue à cette réunion de presse commune sur les dernières nouvelles concernant le covid -19. Les participants sont Emma Spak, chef de section à la SKR, Johanna Sandwall, responsable de la préparation aux crises à l'Office national de la santé et du bien-être, Karin Tegmark-Wisell, responsable de la microbiologie à l'Agence de santé publique de Suède et Svante Wer ger,","Lis l'extrait suivant et indique si celui-ci contient une référence à une preuve scientifique en lien avec la pandémie de COVID-19. Les preuves peuvent inclure des statistiques, des rapports scientifiques, des découvertes nouvelles, des données probantes, etc.","Lis l'extrait suivant et indique si celui-ci contient une référence à une une source scientifique en lien avec la pandémie de COVID-19. Les sources peuvent être des organisations comme l'OMS, l'Agence de santé publique, d'autres organisations ou des experts spécifiques.","Une preuve scientifique a été mentionnée dans cet extrait de conférence de presse durant la pandémie de COVID-19, merci d'identifier si elle provient des sciences naturelles (comme la biologie, la médecine) ou des sciences sociales (comme la sociologie, l'économie). Veuillez indiquer 'Sciences naturelles', 'Sciences sociales' ou 'NA' s'il est impossible de déterminer le type.","Une preuve ou une source scientifique a été mentionnée dans cet extrait de conférence de presse durant la pandémie de COVID-19, pouvez-vous identifier la source spécifique mentionnée ? Il peut s'agir d'une organisation, d'une institution ou d'un expert. Si la source est renseignée, veuillez l'indiquer clairement, sinon renseigner 'NA'","Analysez le contexte dans lequel la preuve ou la source scientifique de cet extrait de conférence de presse est citée, et choisis parmi l’une des trois options quel est le cadre dominant d’interprétation des preuves scientifiques dans cet extrait. Suppression : Ce cadre considère qu'il faut agir par précaution pour minimiser les risques de la propagation du virus même si le niveau de preuve scientifique est faible et l’incertitude élevée. Ceci justifie des mesures sévères et générales. Mitigation : Ce cadre considère qu’il convient d’avoir un certain niveau de preuves scientifiques pour justifier des mesures sévères contre le virus au regard des conséquences des mesures. Ceci justifie des mesures souples et volontaristes. Neutre : Ce cadre présente les preuves scientifiques sans les cadrer avec l’un des deux cadres précédents.","Examinez si la mention d'une preuve ou source scientifique dans l'extrait est associée à des émotions négatives comme la peur, la tristesse ou la colère ou positives comme l'espoir, la joie ou le plaisir. Indique 'positif' si les émotions sont positives, 'négatif' si les émotions sont négatives ou 'neutre' si aucune émotion n'est véhiculée","Examinez si la source scientifique mentionnée dans l'extrait provient d'un pays étranger à la Suède. Indiquez 'Oui' ou 'Non' si la source provient d'un pays étranger. Si la source n'est pas clairement identifiée, indiquez 'NA'",Déterminez si l'extrait contient une question posée par un ou une journaliste. Indique 'Oui' ou 'Non'
202005121,2020-05-12,1,"Il est maintenant 14 heures, bienvenue à cette réunion de presse commune sur les dernières nouvelles concernant le covid -19. Les participants sont Emma Spak, chef de section à la SKR, Johanna Sandwall, responsable de la préparation aux crises à l'Office national de la santé et du bien-être, Karin Tegmark-Wisell, responsable de la microbiologie à l'Agence de santé publique de Suède et Svante Wer ger, conseiller à la MSB.","Lis l'extrait suivant et indique si celui-ci contient une référence à une preuve scientifique en lien avec la pandémie de COVID-19. Les preuves peuvent inclure des statistiques, des rapports scientifiques, des découvertes nouvelles, des données probantes, etc.","Lis l'extrait suivant et indique si celui-ci contient une référence à une une source scientifique en lien avec la pandémie de COVID-19. Les sources peuvent être des organisations comme l'OMS, l'Agence de santé publique, d'autres organisations ou des experts spécifiques.","Une preuve scientifique a été mentionnée dans cet extrait de conférence de presse durant la pandémie de COVID-19, merci d'identifier si elle provient des sciences naturelles (comme la biologie, la médecine) ou des sciences sociales (comme la sociologie, l'économie). Veuillez indiquer 'Sciences naturelles', 'Sciences sociales' ou 'NA' s'il est impossible de déterminer le type.","Une preuve ou une source scientifique a été mentionnée dans cet extrait de conférence de presse durant la pandémie de COVID-19, pouvez-vous identifier la source spécifique mentionnée ? Il peut s'agir d'une organisation, d'une institution ou d'un expert. Si la source est renseignée, veuillez l'indiquer clairement, sinon renseigner 'NA'","Analysez le contexte dans lequel la preuve ou la source scientifique de cet extrait de conférence de presse est citée, et choisis parmi l’une des trois options quel est le cadre dominant d’interprétation des preuves scientifiques dans cet extrait. Suppression : Ce cadre considère qu'il faut agir par précaution pour minimiser les risques de la propagation du virus même si le niveau de preuve scientifique est faible et l’incertitude élevée. Ceci justifie des mesures sévères et générales. Mitigation : Ce cadre considère qu’il convient d’avoir un certain niveau de preuves scientifiques pour justifier des mesures sévères contre le virus au regard des conséquences des mesures. Ceci justifie des mesures souples et volontaristes. Neutre : Ce cadre présente les preuves scientifiques sans les cadrer avec l’un des deux cadres précédents.","Examinez si la mention d'une preuve ou source scientifique dans l'extrait est associée à des émotions négatives comme la peur, la tristesse ou la colère ou positives comme l'espoir, la joie ou le plaisir. Indique 'positif' si les émotions sont positives, 'négatif' si les émotions sont négatives ou 'neutre' si aucune émotion n'est véhiculée","Examinez si la source scientifique mentionnée dans l'extrait provient d'un pays étranger à la Suède. Indiquez 'Oui' ou 'Non' si la source provient d'un pays étranger. Si la source n'est pas clairement identifiée, indiquez 'NA'",Déterminez si l'extrait contient une question posée par un ou une journaliste. Indique 'Oui' ou 'Non'
202005121,2020-05-12,2,"Il est maintenant 14 heures, bienvenue à cette réunion de presse commune sur les dernières nouvelles concernant le covid -19. Les participants sont Emma Spak, chef de section à la SKR, Johanna Sandwall, responsable de la préparation aux crises à l'Office national de la santé et du bien-être, Karin Tegmark-Wisell, responsable de la microbiologie à l'Agence de santé publique de Suède et Svante Wer ger, conseiller à la MSB. Nous aurons ensuite la possibilité d'organiser des entretiens individuels.","Lis l'extrait suivant et indique si celui-ci contient une référence à une preuve scientifique en lien avec la pandémie de COVID-19. Les preuves peuvent inclure des statistiques, des rapports scientifiques, des découvertes nouvelles, des données probantes, etc.","Lis l'extrait suivant et indique si celui-ci contient une référence à une une source scientifique en lien avec la pandémie de COVID-19. Les sources peuvent être des organisations comme l'OMS, l'Agence de santé publique, d'autres organisations ou des experts spécifiques.","Une preuve scientifique a été mentionnée dans cet extrait de conférence de presse durant la pandémie de COVID-19, merci d'identifier si elle provient des sciences naturelles (comme la biologie, la médecine) ou des sciences sociales (comme la sociologie, l'économie). Veuillez indiquer 'Sciences naturelles', 'Sciences sociales' ou 'NA' s'il est impossible de déterminer le type.","Une preuve ou une source scientifique a été mentionnée dans cet extrait de conférence de presse durant la pandémie de COVID-19, pouvez-vous identifier la source spécifique mentionnée ? Il peut s'agir d'une organisation, d'une institution ou d'un expert. Si la source est renseignée, veuillez l'indiquer clairement, sinon renseigner 'NA'","Analysez le contexte dans lequel la preuve ou la source scientifique de cet extrait de conférence de presse est citée, et choisis parmi l’une des trois options quel est le cadre dominant d’interprétation des preuves scientifiques dans cet extrait. Suppression : Ce cadre considère qu'il faut agir par précaution pour minimiser les risques de la propagation du virus même si le niveau de preuve scientifique est faible et l’incertitude élevée. Ceci justifie des mesures sévères et générales. Mitigation : Ce cadre considère qu’il convient d’avoir un certain niveau de preuves scientifiques pour justifier des mesures sévères contre le virus au regard des conséquences des mesures. Ceci justifie des mesures souples et volontaristes. Neutre : Ce cadre présente les preuves scientifiques sans les cadrer avec l’un des deux cadres précédents.","Examinez si la mention d'une preuve ou source scientifique dans l'extrait est associée à des émotions négatives comme la peur, la tristesse ou la colère ou positives comme l'espoir, la joie ou le plaisir. Indique 'positif' si les émotions sont positives, 'négatif' si les émotions sont négatives ou 'neutre' si aucune émotion n'est véhiculée","Examinez si la source scientifique mentionnée dans l'extrait provient d'un pays étranger à la Suède. Indiquez 'Oui' ou 'Non' si la source provient d'un pays étranger. Si la source n'est pas clairement identifiée, indiquez 'NA'",Déterminez si l'extrait contient une question posée par un ou une journaliste. Indique 'Oui' ou 'Non'
202005121,2020-05-12,3,"Les participants sont Emma Spak, chef de section à la SKR, Johanna Sandwall, responsable de la préparation aux crises à l'Office national de la santé et du bien-être, Karin Tegmark-Wisell, responsable de la microbiologie à l'Agence de santé publique de Suède et Svante Wer ger, conseiller à la MSB. Nous aurons ensuite la possibilité d'organiser des entretiens individuels. Merci, bienvenue.","Lis l'extrait suivant et indique si celui-ci contient une référence à une preuve scientifique en lien avec la pandémie de COVID-19. Les preuves peuvent inclure des statistiques, des rapports scientifiques, des découvertes nouvelles, des données probantes, etc.","Lis l'extrait suivant et indique si celui-ci contient une référence à une une source scientifique en lien avec la pandémie de COVID-19. Les sources peuvent être des organisations comme l'OMS, l'Agence de santé publique, d'autres organisations ou des experts spécifiques.","Une preuve scientifique a été mentionnée dans cet extrait de conférence de presse durant la pandémie de COVID-19, merci d'identifier si elle provient des sciences naturelles (comme la biologie, la médecine) ou des sciences sociales (comme la sociologie, l'économie). Veuillez indiquer 'Sciences naturelles', 'Sciences sociales' ou 'NA' s'il est impossible de déterminer le type.","Une preuve ou une source scientifique a été mentionnée dans cet extrait de conférence de presse durant la pandémie de COVID-19, pouvez-vous identifier la source spécifique mentionnée ? Il peut s'agir d'une organisation, d'une institution ou d'un expert. Si la source est renseignée, veuillez l'indiquer clairement, sinon renseigner 'NA'","Analysez le contexte dans lequel la preuve ou la source scientifique de cet extrait de conférence de presse est citée, et choisis parmi l’une des trois options quel est le cadre dominant d’interprétation des preuves scientifiques dans cet extrait. Suppression : Ce cadre considère qu'il faut agir par précaution pour minimiser les risques de la propagation du virus même si le niveau de preuve scientifique est faible et l’incertitude élevée. Ceci justifie des mesures sévères et générales. Mitigation : Ce cadre considère qu’il convient d’avoir un certain niveau de preuves scientifiques pour justifier des mesures sévères contre le virus au regard des conséquences des mesures. Ceci justifie des mesures souples et volontaristes. Neutre : Ce cadre présente les preuves scientifiques sans les cadrer avec l’un des deux cadres précédents.","Examinez si la mention d'une preuve ou source scientifique dans l'extrait est associée à des émotions négatives comme la peur, la tristesse ou la colère ou positives comme l'espoir, la joie ou le plaisir. Indique 'positif' si les émotions sont positives, 'négatif' si les émotions sont négatives ou 'neutre' si aucune émotion n'est véhiculée","Examinez si la source scientifique mentionnée dans l'extrait provient d'un pays étranger à la Suède. Indiquez 'Oui' ou 'Non' si la source provient d'un pays étranger. Si la source n'est pas clairement identifiée, indiquez 'NA'",Déterminez si l'extrait contient une question posée par un ou une journaliste. Indique 'Oui' ou 'Non'
202005121,2020-05-12,4,"Wer ger, conseiller à la MSB. Nous aurons ensuite la possibilité d'organiser des entretiens individuels. Merci, bienvenue. Nous commençons par la situation mondiale, avec le même tableau que précédemment, qui montre le nombre de cas confirmés de cov id-19 au cours des sept derniers jours ;","Lis l'extrait suivant et indique si celui-ci contient une référence à une preuve scientifique en lien avec la pandémie de COVID-19. Les preuves peuvent inclure des statistiques, des rapports scientifiques, des découvertes nouvelles, des données probantes, etc.","Lis l'extrait suivant et indique si celui-ci contient une référence à une une source scientifique en lien avec la pandémie de COVID-19. Les sources peuvent être des organisations comme l'OMS, l'Agence de santé publique, d'autres organisations ou des experts spécifiques.","Une preuve scientifique a été mentionnée dans cet extrait de conférence de presse durant la pandémie de COVID-19, merci d'identifier si elle provient des sciences naturelles (comme la biologie, la médecine) ou des sciences sociales (comme la sociologie, l'économie). Veuillez indiquer 'Sciences naturelles', 'Sciences sociales' ou 'NA' s'il est impossible de déterminer le type.","Une preuve ou une source scientifique a été mentionnée dans cet extrait de conférence de presse durant la pandémie de COVID-19, pouvez-vous identifier la source spécifique mentionnée ? Il peut s'agir d'une organisation, d'une institution ou d'un expert. Si la source est renseignée, veuillez l'indiquer clairement, sinon renseigner 'NA'","Analysez le contexte dans lequel la preuve ou la source scientifique de cet extrait de conférence de presse est citée, et choisis parmi l’une des trois options quel est le cadre dominant d’interprétation des preuves scientifiques dans cet extrait. Suppression : Ce cadre considère qu'il faut agir par précaution pour minimiser les risques de la propagation du virus même si le niveau de preuve scientifique est faible et l’incertitude élevée. Ceci justifie des mesures sévères et générales. Mitigation : Ce cadre considère qu’il convient d’avoir un certain niveau de preuves scientifiques pour justifier des mesures sévères contre le virus au regard des conséquences des mesures. Ceci justifie des mesures souples et volontaristes. Neutre : Ce cadre présente les preuves scientifiques sans les cadrer avec l’un des deux cadres précédents.","Examinez si la mention d'une preuve ou source scientifique dans l'extrait est associée à des émotions négatives comme la peur, la tristesse ou la colère ou positives comme l'espoir, la joie ou le plaisir. Indique 'positif' si les émotions sont positives, 'négatif' si les émotions sont négatives ou 'neutre' si aucune émotion n'est véhiculée","Examinez si la source scientifique mentionnée dans l'extrait provient d'un pays étranger à la Suède. Indiquez 'Oui' ou 'Non' si la source provient d'un pays étranger. Si la source n'est pas clairement identifiée, indiquez 'NA'",Déterminez si l'extrait contient une question posée par un ou une journaliste. Indique 'Oui' ou 'Non'
202005121,2020-05-12,5,"conseiller à la MSB. Nous aurons ensuite la possibilité d'organiser des entretiens individuels. Merci, bienvenue. Nous commençons par la situation mondiale, avec le même tableau que précédemment, qui montre le nombre de cas confirmés de cov id-19 au cours des sept derniers jours ; plus le nombre de cas est élevé au cours des derniers jours, plus la couleur est foncée.","Lis l'extrait suivant et indique si celui-ci contient une référence à une preuve scientifique en lien avec la pandémie de COVID-19. Les preuves peuvent inclure des statistiques, des rapports scientifiques, des découvertes nouvelles, des données probantes, etc.","Lis l'extrait suivant et indique si celui-ci contient une référence à une une source scientifique en lien avec la pandémie de COVID-19. Les sources peuvent être des organisations comme l'OMS, l'Agence de santé publique, d'autres organisations ou des experts spécifiques.","Une preuve scientifique a été mentionnée dans cet extrait de conférence de presse durant la pandémie de COVID-19, merci d'identifier si elle provient des sciences naturelles (comme la biologie, la médecine) ou des sciences sociales (comme la sociologie, l'économie). Veuillez indiquer 'Sciences naturelles', 'Sciences sociales' ou 'NA' s'il est impossible de déterminer le type.","Une preuve ou une source scientifique a été mentionnée dans cet extrait de conférence de presse durant la pandémie de COVID-19, pouvez-vous identifier la source spécifique mentionnée ? Il peut s'agir d'une organisation, d'une institution ou d'un expert. Si la source est renseignée, veuillez l'indiquer clairement, sinon renseigner 'NA'","Analysez le contexte dans lequel la preuve ou la source scientifique de cet extrait de conférence de presse est citée, et choisis parmi l’une des trois options quel est le cadre dominant d’interprétation des preuves scientifiques dans cet extrait. Suppression : Ce cadre considère qu'il faut agir par précaution pour minimiser les risques de la propagation du virus même si le niveau de preuve scientifique est faible et l’incertitude élevée. Ceci justifie des mesures sévères et générales. Mitigation : Ce cadre considère qu’il convient d’avoir un certain niveau de preuves scientifiques pour justifier des mesures sévères contre le virus au regard des conséquences des mesures. Ceci justifie des mesures souples et volontaristes. Neutre : Ce cadre présente les preuves scientifiques sans les cadrer avec l’un des deux cadres précédents.","Examinez si la mention d'une preuve ou source scientifique dans l'extrait est associée à des émotions négatives comme la peur, la tristesse ou la colère ou positives comme l'espoir, la joie ou le plaisir. Indique 'positif' si les émotions sont positives, 'négatif' si les émotions sont négatives ou 'neutre' si aucune émotion n'est véhiculée","Examinez si la source scientifique mentionnée dans l'extrait provient d'un pays étranger à la Suède. Indiquez 'Oui' ou 'Non' si la source provient d'un pays étranger. Si la source n'est pas clairement identifiée, indiquez 'NA'",Déterminez si l'extrait contient une question posée par un ou une journaliste. Indique 'Oui' ou 'Non'
202005121,2020-05-12,6,"Nous aurons ensuite la possibilité d'organiser des entretiens individuels. Merci, bienvenue. Nous commençons par la situation mondiale, avec le même tableau que précédemment, qui montre le nombre de cas confirmés de cov id-19 au cours des sept derniers jours ; plus le nombre de cas est élevé au cours des derniers jours, plus la couleur est foncée. Le tableau est le même que ces derniers jours, vous voyez une augmentation des nouveaux cas, en particulier aux États-Unis.","Lis l'extrait suivant et indique si celui-ci contient une référence à une preuve scientifique en lien avec la pandémie de COVID-19. Les preuves peuvent inclure des statistiques, des rapports scientifiques, des découvertes nouvelles, des données probantes, etc.","Lis l'extrait suivant et indique si celui-ci contient une référence à une une source scientifique en lien avec la pandémie de COVID-19. Les sources peuvent être des organisations comme l'OMS, l'Agence de santé publique, d'autres organisations ou des experts spécifiques.","Une preuve scientifique a été mentionnée dans cet extrait de conférence de presse durant la pandémie de COVID-19, merci d'identifier si elle provient des sciences naturelles (comme la biologie, la médecine) ou des sciences sociales (comme la sociologie, l'économie). Veuillez indiquer 'Sciences naturelles', 'Sciences sociales' ou 'NA' s'il est impossible de déterminer le type.","Une preuve ou une source scientifique a été mentionnée dans cet extrait de conférence de presse durant la pandémie de COVID-19, pouvez-vous identifier la source spécifique mentionnée ? Il peut s'agir d'une organisation, d'une institution ou d'un expert. Si la source est renseignée, veuillez l'indiquer clairement, sinon renseigner 'NA'","Analysez le contexte dans lequel la preuve ou la source scientifique de cet extrait de conférence de presse est citée, et choisis parmi l’une des trois options quel est le cadre dominant d’interprétation des preuves scientifiques dans cet extrait. Suppression : Ce cadre considère qu'il faut agir par précaution pour minimiser les risques de la propagation du virus même si le niveau de preuve scientifique est faible et l’incertitude élevée. Ceci justifie des mesures sévères et générales. Mitigation : Ce cadre considère qu’il convient d’avoir un certain niveau de preuves scientifiques pour justifier des mesures sévères contre le virus au regard des conséquences des mesures. Ceci justifie des mesures souples et volontaristes. Neutre : Ce cadre présente les preuves scientifiques sans les cadrer avec l’un des deux cadres précédents.","Examinez si la mention d'une preuve ou source scientifique dans l'extrait est associée à des émotions négatives comme la peur, la tristesse ou la colère ou positives comme l'espoir, la joie ou le plaisir. Indique 'positif' si les émotions sont positives, 'négatif' si les émotions sont négatives ou 'neutre' si aucune émotion n'est véhiculée","Examinez si la source scientifique mentionnée dans l'extrait provient d'un pays étranger à la Suède. Indiquez 'Oui' ou 'Non' si la source provient d'un pays étranger. Si la source n'est pas clairement identifiée, indiquez 'NA'",Déterminez si l'extrait contient une question posée par un ou une journaliste. Indique 'Oui' ou 'Non'
202005121,2020-05-12,7,"Merci, bienvenue. Nous commençons par la situation mondiale, avec le même tableau que précédemment, qui montre le nombre de cas confirmés de cov id-19 au cours des sept derniers jours ; plus le nombre de cas est élevé au cours des derniers jours, plus la couleur est foncée. Le tableau est le même que ces derniers jours, vous voyez une augmentation des nouveaux cas, en particulier aux États-Unis. Nous avons également constaté, ce qui n'est pas très clair, une légère augmentation en Asie du Sud-Est, signe d'une nouvelle flambée des cas, ainsi qu'une augmentation en Russie, en Inde et dans d'autres parties de l'Asie.","Lis l'extrait suivant et indique si celui-ci contient une référence à une preuve scientifique en lien avec la pandémie de COVID-19. Les preuves peuvent inclure des statistiques, des rapports scientifiques, des découvertes nouvelles, des données probantes, etc.","Lis l'extrait suivant et indique si celui-ci contient une référence à une une source scientifique en lien avec la pandémie de COVID-19. Les sources peuvent être des organisations comme l'OMS, l'Agence de santé publique, d'autres organisations ou des experts spécifiques.","Une preuve scientifique a été mentionnée dans cet extrait de conférence de presse durant la pandémie de COVID-19, merci d'identifier si elle provient des sciences naturelles (comme la biologie, la médecine) ou des sciences sociales (comme la sociologie, l'économie). Veuillez indiquer 'Sciences naturelles', 'Sciences sociales' ou 'NA' s'il est impossible de déterminer le type.","Une preuve ou une source scientifique a été mentionnée dans cet extrait de conférence de presse durant la pandémie de COVID-19, pouvez-vous identifier la source spécifique mentionnée ? Il peut s'agir d'une organisation, d'une institution ou d'un expert. Si la source est renseignée, veuillez l'indiquer clairement, sinon renseigner 'NA'","Analysez le contexte dans lequel la preuve ou la source scientifique de cet extrait de conférence de presse est citée, et choisis parmi l’une des trois options quel est le cadre dominant d’interprétation des preuves scientifiques dans cet extrait. Suppression : Ce cadre considère qu'il faut agir par précaution pour minimiser les risques de la propagation du virus même si le niveau de preuve scientifique est faible et l’incertitude élevée. Ceci justifie des mesures sévères et générales. Mitigation : Ce cadre considère qu’il convient d’avoir un certain niveau de preuves scientifiques pour justifier des mesures sévères contre le virus au regard des conséquences des mesures. Ceci justifie des mesures souples et volontaristes. Neutre : Ce cadre présente les preuves scientifiques sans les cadrer avec l’un des deux cadres précédents.","Examinez si la mention d'une preuve ou source scientifique dans l'extrait est associée à des émotions négatives comme la peur, la tristesse ou la colère ou positives comme l'espoir, la joie ou le plaisir. Indique 'positif' si les émotions sont positives, 'négatif' si les émotions sont négatives ou 'neutre' si aucune émotion n'est véhiculée","Examinez si la source scientifique mentionnée dans l'extrait provient d'un pays étranger à la Suède. Indiquez 'Oui' ou 'Non' si la source provient d'un pays étranger. Si la source n'est pas clairement identifiée, indiquez 'NA'",Déterminez si l'extrait contient une question posée par un ou une journaliste. Indique 'Oui' ou 'Non'
202005121,2020-05-12,8,"Nous commençons par la situation mondiale, avec le même tableau que précédemment, qui montre le nombre de cas confirmés de cov id-19 au cours des sept derniers jours ; plus le nombre de cas est élevé au cours des derniers jours, plus la couleur est foncée. Le tableau est le même que ces derniers jours, vous voyez une augmentation des nouveaux cas, en particulier aux États-Unis. Nous avons également constaté, ce qui n'est pas très clair, une légère augmentation en Asie du Sud-Est, signe d'une nouvelle flambée des cas, ainsi qu'une augmentation en Russie, en Inde et dans d'autres parties de l'Asie. Au niveau mondial, nous avons environ 4 millions de cas et 286 000 décès.","Lis l'extrait suivant et indique si celui-ci contient une référence à une preuve scientifique en lien avec la pandémie de COVID-19. Les preuves peuvent inclure des statistiques, des rapports scientifiques, des découvertes nouvelles, des données probantes, etc.","Lis l'extrait suivant et indique si celui-ci contient une référence à une une source scientifique en lien avec la pandémie de COVID-19. Les sources peuvent être des organisations comme l'OMS, l'Agence de santé publique, d'autres organisations ou des experts spécifiques.","Une preuve scientifique a été mentionnée dans cet extrait de conférence de presse durant la pandémie de COVID-19, merci d'identifier si elle provient des sciences naturelles (comme la biologie, la médecine) ou des sciences sociales (comme la sociologie, l'économie). Veuillez indiquer 'Sciences naturelles', 'Sciences sociales' ou 'NA' s'il est impossible de déterminer le type.","Une preuve ou une source scientifique a été mentionnée dans cet extrait de conférence de presse durant la pandémie de COVID-19, pouvez-vous identifier la source spécifique mentionnée ? Il peut s'agir d'une organisation, d'une institution ou d'un expert. Si la source est renseignée, veuillez l'indiquer clairement, sinon renseigner 'NA'","Analysez le contexte dans lequel la preuve ou la source scientifique de cet extrait de conférence de presse est citée, et choisis parmi l’une des trois options quel est le cadre dominant d’interprétation des preuves scientifiques dans cet extrait. Suppression : Ce cadre considère qu'il faut agir par précaution pour minimiser les risques de la propagation du virus même si le niveau de preuve scientifique est faible et l’incertitude élevée. Ceci justifie des mesures sévères et générales. Mitigation : Ce cadre considère qu’il convient d’avoir un certain niveau de preuves scientifiques pour justifier des mesures sévères contre le virus au regard des conséquences des mesures. Ceci justifie des mesures souples et volontaristes. Neutre : Ce cadre présente les preuves scientifiques sans les cadrer avec l’un des deux cadres précédents.","Examinez si la mention d'une preuve ou source scientifique dans l'extrait est associée à des émotions négatives comme la peur, la tristesse ou la colère ou positives comme l'espoir, la joie ou le plaisir. Indique 'positif' si les émotions sont positives, 'négatif' si les émotions sont négatives ou 'neutre' si aucune émotion n'est véhiculée","Examinez si la source scientifique mentionnée dans l'extrait provient d'un pays étranger à la Suède. Indiquez 'Oui' ou 'Non' si la source provient d'un pays étranger. Si la source n'est pas clairement identifiée, indiquez 'NA'",Déterminez si l'extrait contient une question posée par un ou une journaliste. Indique 'Oui' ou 'Non'
202005121,2020-05-12,9,"plus le nombre de cas est élevé au cours des derniers jours, plus la couleur est foncée. Le tableau est le même que ces derniers jours, vous voyez une augmentation des nouveaux cas, en particulier aux États-Unis. Nous avons également constaté, ce qui n'est pas très clair, une légère augmentation en Asie du Sud-Est, signe d'une nouvelle flambée des cas, ainsi qu'une augmentation en Russie, en Inde et dans d'autres parties de l'Asie. Au niveau mondial, nous avons environ 4 millions de cas et 286 000 décès. En Europe, 349 000 décès, et le grand nombre de malades et de morts n'est pas très clair.","Lis l'extrait suivant et indique si celui-ci contient une référence à une preuve scientifique en lien avec la pandémie de COVID-19. Les preuves peuvent inclure des statistiques, des rapports scientifiques, des découvertes nouvelles, des données probantes, etc.","Lis l'extrait suivant et indique si celui-ci contient une référence à une une source scientifique en lien avec la pandémie de COVID-19. Les sources peuvent être des organisations comme l'OMS, l'Agence de santé publique, d'autres organisations ou des experts spécifiques.","Une preuve scientifique a été mentionnée dans cet extrait de conférence de presse durant la pandémie de COVID-19, merci d'identifier si elle provient des sciences naturelles (comme la biologie, la médecine) ou des sciences sociales (comme la sociologie, l'économie). Veuillez indiquer 'Sciences naturelles', 'Sciences sociales' ou 'NA' s'il est impossible de déterminer le type.","Une preuve ou une source scientifique a été mentionnée dans cet extrait de conférence de presse durant la pandémie de COVID-19, pouvez-vous identifier la source spécifique mentionnée ? Il peut s'agir d'une organisation, d'une institution ou d'un expert. Si la source est renseignée, veuillez l'indiquer clairement, sinon renseigner 'NA'","Analysez le contexte dans lequel la preuve ou la source scientifique de cet extrait de conférence de presse est citée, et choisis parmi l’une des trois options quel est le cadre dominant d’interprétation des preuves scientifiques dans cet extrait. Suppression : Ce cadre considère qu'il faut agir par précaution pour minimiser les risques de la propagation du virus même si le niveau de preuve scientifique est faible et l’incertitude élevée. Ceci justifie des mesures sévères et générales. Mitigation : Ce cadre considère qu’il convient d’avoir un certain niveau de preuves scientifiques pour justifier des mesures sévères contre le virus au regard des conséquences des mesures. Ceci justifie des mesures souples et volontaristes. Neutre : Ce cadre présente les preuves scientifiques sans les cadrer avec l’un des deux cadres précédents.","Examinez si la mention d'une preuve ou source scientifique dans l'extrait est associée à des émotions négatives comme la peur, la tristesse ou la colère ou positives comme l'espoir, la joie ou le plaisir. Indique 'positif' si les émotions sont positives, 'négatif' si les émotions sont négatives ou 'neutre' si aucune émotion n'est véhiculée","Examinez si la source scientifique mentionnée dans l'extrait provient d'un pays étranger à la Suède. Indiquez 'Oui' ou 'Non' si la source provient d'un pays étranger. Si la source n'est pas clairement identifiée, indiquez 'NA'",Déterminez si l'extrait contient une question posée par un ou une journaliste. Indique 'Oui' ou 'Non'
